baitID	intscore	rank	SIP
6188	5.00052750012471	1	0
415545	5.00075232688172	2	0
365390	5.00084605918363	3	0
330085	5.00251350148492	4	0
478908	5.00295402777554	5	0
225567	5.00417363259715	6	0
31150	5.00439708819821	7	0
414503	5.0044178211712	8	0
50821	5.00459180695812	9	0
144757	5.004886409691	10	0
668250	5.00613675533397	11	0
773628	5.00695777827132	12	0
116477	5.00842482860281	13	0
123054	5.00881936158331	14	0
169479	5.0093028959986	15	0
418933	5.00991446013871	16	0
662207	5.01038822319827	17	0
227603	5.01082646673174	18	0
234729	5.01091101167637	19	0
784481	5.01093312224948	20	0
375973	5.01094427345193	21	0
36797	5.01146520718747	22	0
620529	5.01272593890408	23	0
89570	5.01395418930704	24	0
378443	5.01444418323669	25	0
328719	5.01470185342003	26	0
245833	5.014867647823	27	0
729077	5.01509682101203	28	0
279612	5.01518854068113	29	0
30345	5.01540629654701	30	0
528392	5.01614408430193	31	0
451002	5.01628699171051	32	0
177977	5.01639301455095	33	0
523196	5.01680467312418	34	0
397295	5.01691775927278	35	0
98089	5.01717827873866	36	0
67495	5.0174455571633	37	0
346801	5.01769775941779	38	0
476722	5.01806849618708	39	0
543806	5.01875171816571	40	0
455677	5.01895739254598	41	0
135170	5.019584689372	42	0
184759	5.01985486480903	43	0
170796	5.02008465116326	44	0
534523	5.0203494042967	45	0
59145	5.02145165829607	46	0
697079	5.02232252547596	47	0
204753	5.02298221874477	48	0
522185	5.02424630646312	49	0
378896	5.0246579244376	50	0
296031	5.02503756459459	51	0
750476	5.02542635965886	52	0
148010	5.0260942749349	53	0
287024	5.026830683323	54	0
512491	5.02693726462052	55	0
173293	5.02716831795364	56	0
44073	5.0279113303556	57	0
89871	5.0284134657627	58	0
458324	5.02843748699055	59	0
750628	5.02882343086638	60	0
327687	5.02896235387825	61	0
415763	5.02953007048576	62	0
597396	5.02980887840433	63	0
634640	5.03086472381183	64	0
518542	5.03126760692937	65	0
719514	5.03177103319021	66	0
659726	5.03207201582404	67	0
103464	5.03208244974712	68	0
83913	5.03218568513746	69	0
761382	5.03372519767846	70	0
397113	5.03412458208581	71	0
783301	5.03713974687139	72	0
419030	5.03756797051234	73	0
176905	5.03787264731365	74	0
138497	5.03893873896269	75	0
477513	5.04000812086501	76	0
604122	5.04086342151301	77	0
121405	5.04118743514284	78	0
98055	5.04153247030349	79	0
129468	5.04333436455992	80	0
438271	5.04447078418428	81	0
511397	5.04498735799388	82	0
116538	5.04548677707102	83	0
699215	5.04575004693082	84	0
567073	5.04703921555417	85	0
718316	5.04753746467979	86	0
434123	5.0475717759102	87	0
450978	5.04769762488191	88	0
330941	5.04804326036979	89	0
210797	5.04816098295726	90	0
237532	5.04853536511507	91	0
600490	5.04954976438134	92	0
211422	5.04967561519088	93	0
625337	5.05032756395165	94	0
249490	5.05076627926855	95	0
270172	5.05111689361468	96	0
268	5.05159634096253	97	0
177557	5.05168845984207	98	0
586260	5.0526120160965	99	0
650390	5.05327051572567	100	0
252144	5.05440909052565	101	0
661965	5.05446419800249	102	0
321444	5.05699380480164	103	0
102520	5.05735000246592	104	0
102589	5.05890045005911	105	0
51626	5.0607324719462	106	0
705442	5.06078600008014	107	0
235521	5.06110515134011	108	0
331466	5.06148561579787	109	0
352680	5.06251639387015	110	0
186226	5.06275937279408	111	0
520853	5.06301912986588	112	0
63974	5.06307320941796	113	0
36820	5.06337681234351	114	0
311540	5.06364746374694	115	0
204796	5.0641496903242	116	0
784338	5.06474919795761	117	0
400919	5.0647521898566	118	0
425787	5.06544226548445	119	0
354237	5.06598459467548	120	0
140676	5.06664097314112	121	0
598612	5.06891214668636	122	0
108710	5.06950765786942	123	0
731268	5.07112791783391	124	0
270259	5.0713350199449	125	0
316435	5.07135393199704	126	0
188054	5.07230406322047	127	0
685627	5.0726797577711	128	0
543032	5.07277466098435	129	0
301756	5.0733477536601	130	0
175898	5.07450698936744	131	0
278600	5.07480173108889	132	0
85648	5.07533609993747	133	0
428724	5.07575330042229	134	0
601571	5.07612383069092	135	0
411926	5.07637964056728	136	0
5196	5.07659235372	137	0
330408	5.07680733143941	138	0
259118	5.07718218729259	139	0
251285	5.07726545978757	140	0
396347	5.07885347912399	141	0
37892	5.07991592606626	142	0
344398	5.08034277096628	143	0
67805	5.08124123027583	144	0
64956	5.08202952661346	145	0
756543	5.08343692061044	146	0
11888	5.08390451548231	147	0
711611	5.08406934431953	148	0
171291	5.08548808326764	149	0
657067	5.08604830605872	150	0
619658	5.08634356604601	151	0
449880	5.08712174134272	152	0
338995	5.08855958992321	153	0
84900	5.09009248520277	154	0
579701	5.09104097136262	155	0
706367	5.09224589852691	156	0
695280	5.09228648435429	157	0
353513	5.0925096784374	158	0
25848	5.09458559022177	159	0
189878	5.0954861101437	160	0
143103	5.0964909297006	161	0
121742	5.09663034068808	162	0
331874	5.09678546635832	163	0
434487	5.09777726703145	164	0
321888	5.09808295148242	165	0
321253	5.09834303899993	166	0
105050	5.09940837536358	167	0
432666	5.09988091307233	168	0
321455	5.10040295919456	169	0
270266	5.10051699217128	170	0
192608	5.10063555053699	171	0
279416	5.10088164306927	172	0
475589	5.10184540941209	173	0
327527	5.10302943734741	174	0
403727	5.10416775046526	175	0
138443	5.1047574872153	176	0
480894	5.10546878481261	177	0
30329	5.10567054823768	178	0
390280	5.10726819657755	179	0
274083	5.10788962775827	180	0
626356	5.1083639332804	181	0
430286	5.10924663227578	182	0
382606	5.10934182838122	183	0
97133	5.10979430724321	184	0
286520	5.1104623984167	185	0
320722	5.11099508452182	186	0
291725	5.11134385061879	187	0
673119	5.11176925846061	188	0
3705	5.11201279387744	189	0
206287	5.11245772282384	190	0
88875	5.11271022938119	191	0
2204	5.11366955872846	192	0
279534	5.11474362129802	193	0
169959	5.11483612697032	194	0
439752	5.11505385847846	195	0
412055	5.1166009596286	196	0
322334	5.11679075215893	197	0
397168	5.11683139322632	198	0
328365	5.11847878877574	199	0
11612	5.11885847550437	200	0
425522	5.11935380205344	201	0
279365	5.11967133370025	202	0
322925	5.12235801283018	203	0
650790	5.12297823511898	204	0
657568	5.12437196943932	205	0
158413	5.12507086897588	206	0
64016	5.12595765892579	207	0
435051	5.12662893602948	208	0
353128	5.12804327992602	209	0
296480	5.12857128831226	210	0
10466	5.12885102858327	211	0
120319	5.12962872899352	212	0
255210	5.13015652220737	213	0
408826	5.13040738321428	214	0
300199	5.13052921236925	215	0
722491	5.13058464191491	216	0
353105	5.13260040546551	217	0
157334	5.13349893076595	218	0
51009	5.1348928604329	219	0
609905	5.13511618894434	220	0
404094	5.13520605678431	221	0
600719	5.13585351920173	222	0
121180	5.13610090876093	223	0
357367	5.13643119444415	224	0
660627	5.13711095696882	225	0
662182	5.13770453012276	226	0
555481	5.13934385774771	227	0
642573	5.1397599238445	228	0
541581	5.14015314499054	229	0
714940	5.14035808842062	230	0
270221	5.14036870087698	231	0
132926	5.14037616405193	232	0
177775	5.14149680813679	233	0
517874	5.1419928424494	234	0
750342	5.14201182201961	235	0
782070	5.14204465674918	236	0
297424	5.14266522380406	237	0
122727	5.14683975080776	238	0
488070	5.14810934391846	239	0
673312	5.14826491448275	240	0
598703	5.14845924185901	241	0
175186	5.14916969662318	242	0
183234	5.14947773083292	243	0
5769	5.15011010324815	244	0
150052	5.15013000672264	245	0
291064	5.15218880125283	246	0
6045	5.15300151082508	247	0
35529	5.15366757442375	248	0
511540	5.15554433519545	249	0
766428	5.15570640258879	250	0
88949	5.15717159480204	251	0
320913	5.16014654415507	252	0
84941	5.16136735281249	253	0
639734	5.16460687288692	254	0
170951	5.16475491957225	255	0
783522	5.16608238327714	256	0
233426	5.16684846177829	257	0
157130	5.16691809270506	258	0
156659	5.16757886551541	259	0
623225	5.16790774585831	260	0
657187	5.16897577052108	261	0
598669	5.16936615870023	262	0
352994	5.16948012567229	263	0
57489	5.17038161757486	264	0
244804	5.17051075204259	265	0
487526	5.17078882357673	266	0
35521	5.17089728753008	267	0
339777	5.17250977209846	268	0
35481	5.17313155191442	269	0
73134	5.17318687523239	270	0
252377	5.17418965395773	271	0
674042	5.17438589724012	272	0
545573	5.1749600727891	273	0
411831	5.17711029523121	274	0
227869	5.1784270324093	275	0
60733	5.17969043521688	276	0
280782	5.18065138825545	277	0
242660	5.182875448018	278	0
434221	5.18314277229479	279	0
273557	5.18326953989752	280	0
651734	5.18357255455531	281	0
266793	5.18429013619135	282	0
91108	5.18471069153149	283	0
348218	5.18565511052955	284	0
400779	5.18579166043394	285	0
610417	5.18604714207202	286	0
709824	5.18689606761956	287	0
348062	5.18767847775977	288	0
408472	5.18775658116683	289	0
530669	5.18792890055815	290	0
589082	5.18899565197999	291	0
19759	5.18959141134603	292	0
784248	5.19009659360392	293	0
98582	5.19194180750434	294	0
619963	5.19222388810284	295	0
373216	5.1925137907679	296	0
343145	5.19282985504158	297	0
265440	5.19292095584151	298	0
119214	5.19306654439255	299	0
137110	5.19379410475471	300	0
518554	5.19408460539865	301	0
476477	5.1960597693158	302	0
255575	5.1964867718802	303	0
121083	5.19662235967539	304	0
516594	5.19760851591901	305	0
30095	5.19775366195879	306	0
320371	5.19826451722527	307	0
570398	5.19877075341215	308	0
180617	5.19885711989795	309	0
104364	5.1990314021593	310	0
36053	5.19970628637518	311	0
214258	5.1997923297124	312	0
784102	5.20014826608276	313	0
611813	5.20089373641935	314	0
51718	5.20142512753751	315	0
439249	5.2014818620508	316	0
278287	5.20184444342751	317	0
135100	5.20311899452979	318	0
409622	5.20341991404764	319	0
102342	5.20403296100973	320	0
85270	5.20421149206243	321	0
704339	5.2050114374666	322	0
60519	5.20513660139045	323	0
253766	5.20527696969151	324	0
57151	5.20531200219703	325	0
210033	5.20637036879135	326	0
93309	5.20668686875801	327	0
558303	5.2078064782889	328	0
246296	5.2085584048303	329	0
434267	5.20899140179745	330	0
483398	5.20983274846116	331	0
57547	5.21043331392729	332	0
330286	5.21099343595321	333	0
297154	5.21135339224795	334	0
10567	5.2120030761729	335	0
121737	5.21229351485832	336	0
322190	5.21275967433564	337	0
7621	5.21409219794943	338	0
172194	5.21475565322099	339	0
340240	5.21507452688627	340	0
517836	5.21532123541568	341	0
775273	5.21829746122263	342	0
441274	5.21934256526299	343	0
287603	5.21952203030603	344	0
330257	5.22200376349909	345	0
360799	5.22216909556288	346	0
620329	5.22235160121731	347	0
162079	5.22286119619164	348	0
102196	5.22368139560777	349	0
31713	5.22428735314579	350	0
411491	5.22451979885155	351	0
197639	5.22735433743023	352	0
596613	5.227784168297	353	0
428847	5.23024740216468	354	0
248601	5.23127698869663	355	0
496790	5.23217133943053	356	0
390382	5.23307464723967	357	0
4044	5.23317056984063	358	0
93618	5.23329354736271	359	0
286323	5.23405430493108	360	0
61992	5.23439233522183	361	0
36393	5.23597993994405	362	0
36757	5.23628154635235	363	0
259042	5.23645546764044	364	0
226948	5.2373537899274	365	0
566793	5.23870706117462	366	0
286928	5.24003705466727	367	0
102887	5.24079356807798	368	0
391927	5.24134380073383	369	0
274886	5.2419512564192	370	0
725392	5.24358649552355	371	0
528324	5.24359222726528	372	0
598609	5.24402823891314	373	0
247016	5.24500082644231	374	0
701717	5.24528184814595	375	0
307381	5.2453471277787	376	0
314159	5.24546874535331	377	0
270261	5.24622944884801	378	0
351571	5.2469661139892	379	0
138362	5.2471875829568	380	0
259473	5.2474242948328	381	0
481279	5.24767166081606	382	0
559400	5.24790268070632	383	0
98263	5.24919751885807	384	0
314022	5.25279076621472	385	0
414657	5.2529250806538	386	0
39470	5.25555335569257	387	0
180467	5.25587942471411	388	0
10769	5.25625251202498	389	0
495240	5.2567032706898	390	0
164736	5.25723636629995	391	0
138668	5.25816659109572	392	0
484687	5.25834766782252	393	0
329985	5.25968093028434	394	0
323038	5.26303638969725	395	0
3982	5.26415928290104	396	0
730741	5.26503160437461	397	0
415629	5.26575896930034	398	0
258851	5.2660248053282	399	0
469016	5.26637143390991	400	0
158056	5.26765184109215	401	0
529838	5.26784230862777	402	0
748013	5.2681074102091	403	0
24534	5.26870271617278	404	0
508384	5.26870278321492	405	0
42120	5.2699617103163	406	0
621074	5.27042211117816	407	0
134889	5.27079482890033	408	0
601419	5.27095931866446	409	0
702203	5.27260406157537	410	0
783012	5.2737950124405	411	0
601507	5.2746861290785	412	0
596377	5.27506471576233	413	0
761255	5.27524540745831	414	0
378987	5.27614082787709	415	0
36611	5.27618943376805	416	0
377400	5.27665529044133	417	0
439520	5.27670662042178	418	0
121458	5.27697533910516	419	0
112447	5.27838676384996	420	0
248405	5.27934757874044	421	0
411285	5.27989872695465	422	0
389966	5.28080676175493	423	0
138939	5.28082302335921	424	0
782911	5.28125633255409	425	0
450933	5.28154113614693	426	0
782515	5.28219129893977	427	0
175652	5.28263532668826	428	0
403026	5.2842403707825	429	0
669601	5.28551720553055	430	0
273646	5.28614655256451	431	0
747373	5.2891588266024	432	0
322782	5.28948046871072	433	0
241599	5.28957974364515	434	0
287550	5.29135941727873	435	0
42743	5.29288414743654	436	0
279624	5.29293266533118	437	0
475129	5.29312042935265	438	0
412668	5.29324958299801	439	0
324799	5.29355581467975	440	0
110216	5.29356551437663	441	0
468885	5.29426508764746	442	0
58840	5.29528633297495	443	0
728702	5.29760104486741	444	0
106954	5.29827760933093	445	0
425496	5.29923655898804	446	0
64058	5.29979793690362	447	0
250047	5.30113639377127	448	0
93737	5.30159521955111	449	0
391716	5.301599221859	450	0
209321	5.3024948225925	451	0
308794	5.30298687084859	452	0
297423	5.30457478659191	453	0
380774	5.30750943297168	454	0
157344	5.30843587015259	455	0
761277	5.30853403156356	456	0
598613	5.31084709407714	457	0
102863	5.31373278100352	458	0
236998	5.31449642422058	459	0
16750	5.3156618320695	460	0
93216	5.31737924324062	461	0
38550	5.31896001932167	462	0
288685	5.31973351601097	463	0
511665	5.32135488543577	464	0
598560	5.3215831000804	465	0
103314	5.32215805155639	466	0
273826	5.32262956672652	467	0
267	5.32283357534657	468	0
784448	5.3237700139174	469	0
278474	5.32385808024083	470	0
277599	5.32408593681138	471	0
784446	5.32485897440411	472	0
90852	5.32663186046373	473	0
431103	5.32739025427866	474	0
715104	5.32839773097492	475	0
699207	5.33048029185835	476	0
470378	5.33162306157424	477	0
121469	5.33251627651008	478	0
495117	5.333373842028	479	0
58065	5.33358806843867	480	0
186018	5.33386910511509	481	0
288896	5.33392635016553	482	0
496081	5.33527887720221	483	0
331464	5.33612587259709	484	0
698909	5.33627345593797	485	0
175821	5.33641442344918	486	0
215499	5.33838191713043	487	0
645404	5.33913876109207	488	0
320702	5.33986057948935	489	0
601014	5.34035342475715	490	0
393255	5.34087293720189	491	0
436782	5.34279551637458	492	0
528171	5.34305568391227	493	0
388350	5.34307028987432	494	0
156385	5.34321511145571	495	0
732443	5.34464998123799	496	0
122818	5.34498174719543	497	0
259212	5.34507486919733	498	0
683045	5.34548439016927	499	0
618839	5.34567632216664	500	0
227250	5.34569833347446	501	0
32473	5.34600205307548	502	0
35656	5.34837449234596	503	0
701299	5.35146061059747	504	0
258928	5.35188326088697	505	0
156268	5.35346428321439	506	0
210037	5.3540791448527	507	0
7620	5.35485938626584	508	0
103533	5.35547114706123	509	0
102337	5.35563740221659	510	0
610821	5.35736227313384	511	0
761889	5.35896171689569	512	0
448767	5.3596814900882	513	0
441013	5.36035797231972	514	0
330204	5.36054104017451	515	0
682383	5.36220111696042	516	0
705400	5.36240719827102	517	0
731254	5.36370863520919	518	0
303184	5.36418774097213	519	0
279307	5.36530593625459	520	0
157764	5.36540807963947	521	0
