baitID	intscore	rank	SIP
589528	5.00070741267687	1	0
232784	5.00088825052937	2	0
235130	5.00106802878517	3	0
210951	5.00126453671806	4	0
331465	5.00148646142879	5	0
298671	5.00172933387715	6	0
388419	5.00214937370715	7	0
574593	5.00226009541164	8	0
57354	5.00421317915959	9	0
473351	5.0045640020948	10	0
239527	5.0048253632132	11	0
36832	5.00617150362139	12	0
643774	5.00619702904924	13	0
381459	5.00630444533016	14	0
333911	5.00679558409349	15	0
691985	5.00820392117949	16	0
330325	5.00845513055401	17	0
57212	5.00870977063566	18	0
36587	5.00879549143745	19	0
750220	5.00892241515861	20	0
259636	5.00895487522847	21	0
224108	5.009267711848	22	0
225330	5.0098111087569	23	0
259391	5.00988933029221	24	0
215271	5.00993120656721	25	0
333985	5.010176631887	26	0
321695	5.01204768846394	27	0
768972	5.01261684966604	28	0
150118	5.01373860931918	29	0
783766	5.01398806714842	30	0
435485	5.01411107708126	31	0
37840	5.01459502620929	32	0
138494	5.01484235468717	33	0
783541	5.0149052055336	34	0
305607	5.0152867686662	35	0
417453	5.01589069320634	36	0
580949	5.017136129157	37	0
334701	5.01752761241254	38	0
259208	5.01826968273244	39	0
699282	5.01864027561521	40	0
588616	5.01966818772824	41	0
687768	5.01973024051711	42	0
337353	5.02038798763241	43	0
327591	5.02108358372844	44	0
2916	5.02149532874378	45	0
430009	5.02180208171303	46	0
396503	5.02303827257465	47	0
370868	5.02395689979222	48	0
511221	5.02469516427035	49	0
628490	5.02573908093651	50	0
124348	5.02614859503196	51	0
224717	5.0262362820064	52	0
522452	5.0262383376524	53	0
430888	5.02664699272978	54	0
596958	5.02770193099813	55	0
327066	5.02780358957343	56	0
401943	5.02890571979559	57	0
674897	5.02897126597623	58	0
328021	5.02964009850179	59	0
724152	5.02996253863863	60	0
273761	5.03071340174059	61	0
280050	5.032935631701	62	0
67825	5.03477132042236	63	0
702310	5.03479811440847	64	0
368230	5.03520040537453	65	0
288958	5.0362737402555	66	0
735406	5.03839990641409	67	0
96169	5.03848603750699	68	0
330086	5.03853963110019	69	0
288136	5.03866920963473	70	0
657568	5.03892142237454	71	0
784920	5.03921765664256	72	0
709995	5.04011200982709	73	0
291974	5.0411006736561	74	0
297356	5.04111709673277	75	0
177590	5.04120255257296	76	0
279576	5.04206668949321	77	0
135147	5.04263578949301	78	0
503568	5.04384232093284	79	0
434225	5.04433712502384	80	0
423560	5.04453701861269	81	0
449140	5.04565545182087	82	0
693519	5.04626800941747	83	0
306457	5.04640305157182	84	0
102465	5.0466811591551	85	0
287407	5.04699392023264	86	0
280382	5.04716164089248	87	0
243651	5.04756345473638	88	0
403491	5.04829838037045	89	0
10687	5.04846320943634	90	0
252374	5.04893786503859	91	0
328553	5.04901894939395	92	0
555615	5.04910942401756	93	0
286820	5.05002021206396	94	0
774694	5.05008574503225	95	0
156547	5.05035441182344	96	0
750390	5.05118914585216	97	0
326487	5.05234852129312	98	0
511998	5.0525809769514	99	0
783229	5.05327042275756	100	0
539238	5.05339180160561	101	0
66045	5.05420654391113	102	0
614374	5.05423072772021	103	0
784883	5.05532128823866	104	0
387998	5.05594757040678	105	0
52785	5.05602874471512	106	0
522288	5.05720503265378	107	0
210664	5.05821358942523	108	0
443930	5.05823457213059	109	0
288990	5.05870076255103	110	0
568319	5.05884237051881	111	0
296278	5.05892694801945	112	0
135126	5.05999138686403	113	0
126612	5.06028149539833	114	0
344371	5.06029722858173	115	0
296717	5.06034635964627	116	0
586260	5.0604424759367	117	0
740053	5.06064886500137	118	0
425585	5.06080745756803	119	0
384295	5.06090514129749	120	0
330529	5.06141439800636	121	0
596427	5.0641650142117	122	0
435728	5.06451306233369	123	0
137887	5.0647049107025	124	0
91626	5.06512130378744	125	0
432615	5.06517581761649	126	0
102150	5.06568656524142	127	0
64201	5.0660921926312	128	0
115495	5.06621112146516	129	0
372983	5.06711869261766	130	0
448037	5.06750048311489	131	0
747666	5.06778452254547	132	0
784277	5.06896798438005	133	0
329905	5.06941372036287	134	0
329569	5.07004669499019	135	0
242636	5.07025724378837	136	0
360315	5.07164629614938	137	0
105256	5.07174279826876	138	0
577536	5.07177122348572	139	0
282962	5.07210510746994	140	0
704797	5.07214589300736	141	0
494488	5.07298608039102	142	0
231441	5.07446441031692	143	0
762004	5.07474199405372	144	0
418904	5.07487983488338	145	0
172511	5.07563482513458	146	0
287555	5.07591851115868	147	0
35648	5.07602718667146	148	0
36875	5.076059188279	149	0
611464	5.07631133856741	150	0
343044	5.07637016391074	151	0
391895	5.07833719319616	152	0
448589	5.07954896096817	153	0
107383	5.07980501019137	154	0
321691	5.08049721920153	155	0
270383	5.0809272123436	156	0
232035	5.08130078459399	157	0
30585	5.08213290877145	158	0
372975	5.08233389644598	159	0
